metric,juniors,rating_floor,fed,yP,yPEA,E,A,weights
mean,FALSE,1400,IND,-179.8847120943799,9.02235765897001,-142.8502248300066,8.450416758060975,0.0011107571638448142
mean,FALSE,1400,IRI,30.652611057535747,53.25015779912871,-28.30350074445292,9.935223517449248,0.0013432040456132488
mean,FALSE,1400,ISR,-3.7721225917666605,87.2560020377583,-73.09064902556767,7.458430180582873,4.216666078872249e-4
mean,FALSE,1400,ITA,37.32775694099363,112.64467265784612,-68.10590111642742,12.242902711323765,0.0010707632910252401
mean,FALSE,1400,KAZ,-69.18016991055653,14.553777337199543,-67.23734873487348,6.863586358635864,3.5736919450897394e-4
mean,FALSE,1400,LAT,33.2533158677912,-17.64087303890341,34.098105013817616,1.2147651006711442,3.427567756970491e-4
mean,FALSE,1400,LTU,59.33311255669447,62.235079590263524,-11.3062980030722,7.380337941628262,3.74758436209342e-4
mean,FALSE,1400,MEX,156.33648847904718,185.02841016344806,-35.95232313420753,12.62708434515137,0.0010037526201936437
mean,FALSE,1400,NED,59.11106385655416,62.63203604581907,-16.954905163329826,11.530295047418335,0.0014073508502068207
mean,FALSE,1400,PHI,124.79670235507521,117.97985064911809,-15.755111313039535,16.333636225957896,3.542342389744538e-4
